   3.0000000e+00	   1.5000000e+00	   1.0000000e+00	
   6.0000000e+00	   1.5000000e+00	   1.0000000e+00	
   8.5000000e+00	   1.5000000e+00	   1.0000000e+00	
   1.4000000e+01	   1.5000000e+00	   1.0000000e+00	
   1.6125000e+01	   1.5000000e+00	   1.0000000e+00	
   1.8625000e+01	   1.5000000e+00	   1.0000000e+00	
   2.0625000e+01	   1.5000000e+00	   1.0000000e+00	
   2.2750000e+01	   1.5000000e+00	   1.0000000e+00	
   2.5000000e+01	   1.5000000e+00	   1.0000000e+00	
   3.0625000e+01	   1.5000000e+00	   1.0000000e+00	
   3.5000000e+01	   1.5000000e+00	   1.0000000e+00	
   3.8000000e+01	   1.5000000e+00	   1.0000000e+00	
   4.3625000e+01	   1.5000000e+00	   1.0000000e+00	
   4.5625000e+01	   1.5000000e+00	   1.0000000e+00	
   4.8625000e+01	   1.5000000e+00	   1.0000000e+00	
   5.1625000e+01	   1.5000000e+00	   1.0000000e+00	
   5.5750000e+01	   1.5000000e+00	   1.0000000e+00	
   5.8500000e+01	   1.5000000e+00	   1.0000000e+00	
   6.1625000e+01	   1.5000000e+00	   1.0000000e+00	
   6.9125000e+01	   1.5000000e+00	   1.0000000e+00	
   7.1500000e+01	   1.5000000e+00	   1.0000000e+00	
   7.3750000e+01	   1.5000000e+00	   1.0000000e+00	
   7.6125000e+01	   1.5000000e+00	   1.0000000e+00	
   7.8875000e+01	   1.5000000e+00	   1.0000000e+00	
   8.3375000e+01	   1.5000000e+00	   1.0000000e+00	
   8.6375000e+01	   1.5000000e+00	   1.0000000e+00	
   9.3625000e+01	   1.5000000e+00	   1.0000000e+00	
   9.5875000e+01	   1.5000000e+00	   1.0000000e+00	
   9.8000000e+01	   1.5000000e+00	   1.0000000e+00	
   1.0037500e+02	   1.5000000e+00	   1.0000000e+00	
   1.0662500e+02	   1.5000000e+00	   1.0000000e+00	
   1.1175000e+02	   1.5000000e+00	   1.0000000e+00	
   1.1400000e+02	   1.5000000e+00	   1.0000000e+00	
   1.1612500e+02	   1.5000000e+00	   1.0000000e+00	
   1.2112500e+02	   1.5000000e+00	   1.0000000e+00	
   1.2312500e+02	   1.5000000e+00	   1.0000000e+00	
   1.2712500e+02	   1.5000000e+00	   1.0000000e+00	
   1.2912500e+02	   1.5000000e+00	   1.0000000e+00	
   1.3212500e+02	   1.5000000e+00	   1.0000000e+00	
   1.4175000e+02	   1.5000000e+00	   1.0000000e+00	
   1.4387500e+02	   1.5000000e+00	   1.0000000e+00	
   1.4650000e+02	   1.5000000e+00	   1.0000000e+00	
   1.5062500e+02	   1.5000000e+00	   1.0000000e+00	
   1.5275000e+02	   1.5000000e+00	   1.0000000e+00	
   1.5587500e+02	   1.5000000e+00	   1.0000000e+00	
   1.6550000e+02	   1.5000000e+00	   1.0000000e+00	
   1.6800000e+02	   1.5000000e+00	   1.0000000e+00	
   1.7075000e+02	   1.5000000e+00	   1.0000000e+00	
   1.7425000e+02	   1.5000000e+00	   1.0000000e+00	
   1.7925000e+02	   1.5000000e+00	   1.0000000e+00	
   1.8137500e+02	   1.5000000e+00	   1.0000000e+00	
   1.8575000e+02	   1.5000000e+00	   1.0000000e+00	
   1.8775000e+02	   1.5000000e+00	   1.0000000e+00	
   1.9062500e+02	   1.5000000e+00	   1.0000000e+00	
   1.9550000e+02	   1.5000000e+00	   1.0000000e+00	
   1.9887500e+02	   1.5000000e+00	   1.0000000e+00	
   2.0412500e+02	   1.5000000e+00	   1.0000000e+00	
   2.0625000e+02	   1.5000000e+00	   1.0000000e+00	
   2.0850000e+02	   1.5000000e+00	   1.0000000e+00	
   2.1075000e+02	   1.5000000e+00	   1.0000000e+00	
   2.1650000e+02	   1.5000000e+00	   1.0000000e+00	
   2.2150000e+02	   1.5000000e+00	   1.0000000e+00	
   2.2800000e+02	   1.5000000e+00	   1.0000000e+00	
   2.3125000e+02	   1.5000000e+00	   1.0000000e+00	
   2.3487500e+02	   1.5000000e+00	   1.0000000e+00	
   2.4512500e+02	   1.5000000e+00	   1.0000000e+00	
   2.4787500e+02	   1.5000000e+00	   1.0000000e+00	
   2.5025000e+02	   1.5000000e+00	   1.0000000e+00	
   2.5287500e+02	   1.5000000e+00	   1.0000000e+00	
   2.6200000e+02	   1.5000000e+00	   1.0000000e+00	
   2.6550000e+02	   1.5000000e+00	   1.0000000e+00	
   2.6875000e+02	   1.5000000e+00	   1.0000000e+00	
   2.7087500e+02	   1.5000000e+00	   1.0000000e+00	
   2.7287500e+02	   1.5000000e+00	   1.0000000e+00	
   2.8662500e+02	   1.5000000e+00	   1.0000000e+00	
