   3.2750000e+01	   1.5000000e+00	   1.0000000e+00	
   4.1500000e+01	   1.5000000e+00	   1.0000000e+00	
   5.3750000e+01	   1.5000000e+00	   1.0000000e+00	
   6.4500000e+01	   1.5000000e+00	   1.0000000e+00	
   8.1000000e+01	   1.5000000e+00	   1.0000000e+00	
   1.0362500e+02	   1.5000000e+00	   1.0000000e+00	
   1.0887500e+02	   1.5000000e+00	   1.0000000e+00	
   1.2512500e+02	   1.5000000e+00	   1.0000000e+00	
   1.3825000e+02	   1.5000000e+00	   1.0000000e+00	
   1.5912500e+02	   1.5000000e+00	   1.0000000e+00	
   1.6300000e+02	   1.5000000e+00	   1.0000000e+00	
   1.8362500e+02	   1.5000000e+00	   1.0000000e+00	
   2.3987500e+02	   1.5000000e+00	   1.0000000e+00	
   2.5625000e+02	   1.5000000e+00	   1.0000000e+00	
   2.7875000e+02	   1.5000000e+00	   1.0000000e+00	
   2.8162500e+02	   1.5000000e+00	   1.0000000e+00	
   2.9900000e+02	   1.5000000e+00	   1.0000000e+00	
   3.1187500e+02	   1.5000000e+00	   1.0000000e+00	
   3.2375000e+02	   1.5000000e+00	   1.0000000e+00	
   3.4000000e+02	   1.5000000e+00	   1.0000000e+00	
